slide_no,state,district,slide_name,nh_sh_location,latitude,longitude,material,movement_type,history,event_date,landslide,label
MIZ/AZL/2024/795,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/795),,23.34297778,93.057775,Debris,Slide,13 September 2024,2024-09-13,1,1
MIZ/AZL/2024/796,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/796),,23.35406111,93.04156111,Debris,Slide,28 September 2024,2024-09-28,1,1
MIZ/AZL/2024/797,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/797),,23.35958611,93.04477222,Debris,Slide,28 September 2024,2024-09-28,1,1
MIZ/KOL/2024/798,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/798),,23.36556111,93.05125278,Rock,Fall,9 July 2024,2024-07-09,1,1
MIZ/KOL/2024/799,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/799),,23.36966389,93.04609444,Debris,Slide,9 July 2024,2024-07-09,1,1
MIZ/KOL/2024/801,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/801),,23.03821667,93.12529444,Rock,Slide,17 September 2024,2024-09-17,1,1
MIZ/KOL/2024/802,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/802),,23.54294167,93.23821667,Debris,Slide,24 September 2024,2024-09-24,1,1
MIZ/KOL/2024/804,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/804),,24.55205833,93.25569167,Rock,Fall,9 July 2024,2024-07-09,1,1
MIZ/KOL/2024/809,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/809),,24.599425,93.30004722,Debris,Slide,24 August 2024,2024-08-24,1,1
MIZ/KOL/2024/810,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/810),,24.60921944,93.30050278,Debris,Slide,24 September 2024,2024-09-24,1,1
MIZ/KOL/2024/812,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/812),,24.64528611,93.28593611,Debris,Slide,24 September 2024,2024-09-24,1,1
MIZ/KOL/2024/813,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/813),,24.02205833,93.29369167,Debris,Slide,24 September 2024,2024-09-24,1,1
MIZ/KOL/2024/814,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/814),,23.01689167,93.283175,Debris,Slide,24 September 2024,2024-09-24,1,1
MIZ/KOL/2024/815,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/815),,24.02782222,93.28944444,Debris,Slide,2 July 2024,2024-07-02,1,1
MIZ/KOL/2024/816,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/816),,24.04014167,93.2915,Debris,Slide,2 July 2024,2024-07-02,1,1
MIZ/KOL/2024/817,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/817),,24.03980278,93.29373889,Debris,Slide,2 July 2024,2024-07-02,1,1
MIZ/KOL/2024/818,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/818),,24.05823611,93.28901944,Debris,Slide,2 July 2024,2024-07-02,1,1
MIZ/KOL/2024/819,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/819),,24.09210556,93.29866667,Rock,Slide,24 September 2024,2024-09-24,1,1
MIZ/KOL/2024/820,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/820),,24.12428889,93.318525,Earth/Soil,Slide,2 July 2024,2024-07-02,1,1
MIZ/KOL/2024/825,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/825),,24.297775,93.34159722,Debris,Slide,24 September 2024,2024-09-24,1,1
MIZ/KOL/2024/827,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/827),,24.35137778,93.34095556,Debris,Slide,24 September 2024,2024-09-24,1,1
MIZ/KOL/2024/830,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/830),,23.631219,93.118033,Debris,Slide,15 August 2024,2024-08-15,1,1
MIZ/KOL/2024/834,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/834),,23.62418333,93.14208611,Debris,Slide,15 August 2024,2024-08-15,1,1
MIZ/KOL/2024/836,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/836),,23.56672222,93.13764444,Debris,Slide,9 July 2024,2024-07-09,1,1
MIZ/KOL/2024/837,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/837),,24.04014167,93.2915,Debris,Slide,2 July 2024,2024-07-02,1,1
MIZ/KOL/2024/838,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/838),,24.56771111,93.14291667,Debris,Complex,9 July 2024,2024-07-09,1,1
MIZ/KOL/2024/839,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/839),,24.57467222,93.14389722,Debris,Slide,9 July 2024,2024-07-09,1,1
MIZ/KOL/2024/840,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/840),,24.57470833,93.13897222,Debris,Complex,9 July 2024,2024-07-09,1,1
MIZ/KOL/2024/841,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/841),,24.57151389,93.141725,Debris,Complex,2 July 2024,2024-07-02,1,1
MIZ/KOL/2024/842,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/842),,24.56917222,93.14073611,Debris,Slide,2 July 2024,2024-07-02,1,1
MIZ/KOL/2024/843,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/843),,24.5606,93.13071389,Debris,Slide,7 July 2024,2024-07-07,1,1
MIZ/KOL/2024/844,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/844),,24.55987778,93.12541667,Debris,Slide,7 July 2024,2024-07-07,1,1
MIZ/KOL/2024/845,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/845),,24.08927222,93.12408611,Debris,Slide,28 September 2024,2024-09-28,1,1
MIZ/KOL/2024/846,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/846),,24.10641389,93.12339944,Debris,Slide,28 September 2024,2024-09-28,1,1
MIZ/KOL/2024/847,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/847),,24.10710778,93.11535444,Debris,Slide,7 July 2024,2024-07-07,1,1
MIZ/KOL/2024/848,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/848),,24.10015917,93.10461389,Rock,Slide,24 September 2024,2024-09-24,1,1
MIZ/KOL/2024/849,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/849),,24.11104722,93.10374167,Earth/Soil,Slide,24 September 2024,2024-09-24,1,1
MIZ/KOL/2024/850,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/850),,24.10506389,93.09593611,Earth/Soil,Slide,24 September 2024,2024-09-24,1,1
MIZ/KOL/2024/851,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/851),,24.10743611,93.09532222,Debris,Slide,24 September 2024,2024-09-24,1,1
MIZ/KOL/2024/852,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/852),,24.10687222,93.08849722,Earth/Soil,Slide,24 September 2024,2024-09-24,1,1
MIZ/AZL/2024/853,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/853),,23.24231111,93.17726667,Debris,Slide,17 July 2024,2024-07-17,1,1
MIZ/AZL/2024/854,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/854),,23.24500833,93.17587222,Debris,Slide,24 September 2024,2024-09-24,1,1
MIZ/AZL/2024/855,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/855),,23.24454722,93.17027222,Debris,Slide,19 July 2024,2024-07-19,1,1
MIZ/AZL/2024/856,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/856),,23.20960722,93.13104722,Debris,Slide,2 July 2024,2024-07-02,1,1
MIZ/AZL/2024/857,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/2024/857),,23.21068583,93.1212325,Debris,Slide,2 July 2024,2024-07-02,1,1
MIZ/KOL/2024/858,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/858),,23.49216111,93.23695,Rock,Slide,17 July 2024,2024-07-17,1,1
MIZ/KOL/2024/859,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/859),,23.504575,93.23805,Debris,Complex,17 July 2024,2024-07-17,1,1
MIZ/KOL/2024/860,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/860),,24.15364444,93.02183611,Debris,Slide,7 June 2024,2024-06-07,1,1
MIZ/KOL/2024/861,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/861),,24.15817222,93.02488611,Earth/Soil,Slide,28 September 2024,2024-09-28,1,1
MIZ/KOL/2024/862,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/862),,24.23419444,93.02469167,Earth/Soil,Slide,28 September 2024,2024-09-28,1,1
MIZ/KOL/2024/863,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/863),,24.32836667,93.00923056,Earth/Soil,Slide,28 September 2024,2024-09-28,1,1
MIZ/KOL/2024/865,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/865),,24.40520278,93.06672222,Debris,Slide,9 July 2024,2024-07-09,1,1
MIZ/KOL/2024/866,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/866),,24.4259,93.13580556,Earth/Soil,Slide,28 May 2024,2024-05-28,1,1
MIZ/KOL/2024/867,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/867),,24.44347778,93.15817778,Debris,Complex,7 July 2024,2024-07-07,1,1
MIZ/KOL/2024/869,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/869),,24.44857778,93.15738611,Debris,Complex,7 July 2024,2024-07-07,1,1
MIZ/KOL/2024/873,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/873),,24.65409167,93.204625,Debris,Slide,17 July 2024,2024-07-17,1,1
MIZ/KOL/2024/874,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/874),,24.65018056,93.20256667,Debris,Slide,17 July 2024,2024-07-17,1,1
MIZ/KOL/2024/875,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/875),,24.6273,93.20404444,Earth/Soil,Slide,17 July 2024,2024-07-17,1,1
MIZ/KOL/2024/876,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/876),,24.62604722,93.22583889,Debris,Complex,12 June 2024,2024-06-12,1,1
MIZ/KOL/2024/877,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/877),,24.58605,93.21056389,Debris,Slide,24 September 2024,2024-09-24,1,1
MIZ/KOL/2024/878,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/878),,24.577475,93.19105,Debris,Slide,22 October 2024,2024-10-22,1,1
MIZ/KOL/2024/879,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/879),,24.56062778,93.18938889,Earth/Soil,Slide,7 July 2024,2024-07-07,1,1
MIZ/KOL/2024/880,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/880),,24.5716,93.17273056,Debris,Slide,12 June 2024,2024-06-12,1,1
MIZ/KOL/2024/881,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/881),,24.56925833,93.177275,Debris,Slide,28 May 2024,2024-05-28,1,1
MIZ/KOL/2024/882,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/882),,24.57296389,93.17700556,Debris,Slide,7 July 2024,2024-07-07,1,1
MIZ/KOL/2024/883,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/883),,24.5768,93.106075,Debris,Slide,12 June 2024,2024-06-12,1,1
MIZ/KOL/2024/884,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/884),,24.526075,93.05379167,Debris,Slide,28 May 2024,2024-05-28,1,1
MIZ/KOL/2024/885,Mizoram,Kolasib,Kolasib Slope Failure (MIZ/KOL/2024/885),,24.458325,93.09439167,Debris,Slide,24 September 2024,2024-09-24,1,1
MZ/AZL/84A10/2024/120,Mizoram,Aizawl,Aizawl Slope Failure (MZ/AZL/84A10/2024/120),Tachhip,23.57722222,92.71222222,Earth/Soil,Complex,28 May 2024,2024-05-28,1,1
MIZ/AZL/84A10/2025/002,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/84A10/2025/002),Kulikawn East,23.6868033,92.7251987,Rock,Slide,29 May 2025,2025-05-29,1,1
MIZ/AZL/84A10/2025/003,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/84A10/2025/003),"Ngaizel, Kulikawn",23.7002691,92.7181685,Rock,Fall,13 May 2025,2025-05-13,1,1
MIZ/AZL/84A10/2025/004,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/84A10/2025/004),"Zohnuai, Vaivakawn, Aizawl",23.74247,92.705587,Debris,Subsidence,31 May 2025,2025-05-31,1,1
MIZ/AZL/84A09/2025/009,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/84A09/2025/009),"Zuangtui, Aizawl",23.75024,92.736662,Debris,Flow,01 June 2025,2025-06-01,1,1
MIZ/AZL/84A09/2025/011,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/84A09/2025/011),Chaltlang Lily Veng,23.755925,92.726753,Rock,Fall,24 May 2025,2025-05-24,1,1
MIZ/AZL/84A10/2025/012,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/84A10/2025/012),"Chanmari West, Aizawl",23.745802,92.717053,Earth/Soil,Slide,01 June 2025,2025-06-01,1,1
MIZ/AZL/84A11/2025/015,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/84A11/2025/015),Sumsuih,23.469247,92.744068,Earth/Soil,Slide,01 June 2025,2025-06-01,1,1
MIZ/AZL/84A15/2025/016,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/84A15/2025/016),Sialsuk,23.410771,92.753123,Debris,Slide,28 May 2024,2024-05-28,1,1
MIZ/AZL/84A15/2025/017,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/84A15/2025/017),Aizawl-Thenzawl-Lunglei Highway,23.367366,92.767304,Rock,Slide,01 June 2025,2025-06-01,1,1
MIZ/AZL/84A15/2025/018,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/84A15/2025/018),Aizawl-Thenzawl-Lunglei Highway,23.353485,92.780193,Debris,Slide,31 May 2025,2025-05-31,1,1
MIZ/AZL/84A15/2025/019,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/84A15/2025/019),Aizawl-Thenzawl-Lunglei Highway,23.350187,92.778852,Debris,Slide,30 May 2025,2025-05-30,1,1
MIZ/AZL/84A15/2025/020,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/84A15/2025/020),Aizawl-Thenzawl-Lunglei Highway,23.341022,92.776761,Debris,Slide,30 May 2025,2025-05-30,1,1
MIZ/AZL/84A15/2025/021,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/84A15/2025/021),Aizawl-Thenzawl-Lunglei Highway,23.339144,92.786128,Debris,Slide,30 May 2025,2025-05-30,1,1
MIZ/AZL/84A15/2025/022,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/84A15/2025/022),Thenzawl Quarry,23.336229,92.787113,Debris,Flow,30 May 2025,2025-05-30,1,1
MIZ/AZL/84A15/2025/023,Mizoram,Aizawl,Aizawl Slope Failure (MIZ/AZL/84A15/2025/023),Aizawl-Thenzawl-Lunglei Highway,23.313871,92.792739,Debris,Slide,01 June 2025,2025-06-01,1,1
MIZ/SER/84A15/2025/024,Mizoram,Serchhip,Serchhip Slope Failure (MIZ/SER/84A15/2025/024),Aizawl-Thenzawl-Lunglei Highway,23.315355,92.790619,Debris,Slide,31 May 2025,2025-05-31,1,1
MIZ/SER/84A15/2025/025,Mizoram,Serchhip,Serchhip Slope Failure (MIZ/SER/84A15/2025/025),Outside Thenzawl,23.316491,92.788798,Debris,Slide,31 May 2025,2025-05-31,1,1
MIZ/SER/84A12/2025/026,Mizoram,Serchhip,Serchhip Slope Failure (MIZ/SER/84A12/2025/026),Aizawl-Thenzawl-Lunglei Highway,23.239637,92.748175,Debris,Slide,30 May 2025,2025-05-30,1,1
MIZ/SER/84A12/2025/027,Mizoram,Serchhip,Serchhip Slope Failure (MIZ/SER/84A12/2025/027),Buangpui,23.239077,92.745631,Earth/Soil,Slide,31 May 2025,2025-05-31,1,1
MIZ/SER/84A12/2025/028,Mizoram,Serchhip,Serchhip Slope Failure (MIZ/SER/84A12/2025/028),Buangpui,23.239137,92.744468,Debris,Slide,01 June 2025,2025-06-01,1,1
MIZ/SER/84A12/2025/029,Mizoram,Serchhip,Serchhip Slope Failure (MIZ/SER/84A12/2025/029),Buangpui,23.239797,92.744214,Debris,Slide,31 May 2025,2025-05-31,1,1
MIZ/SER/84A12/2025/030,Mizoram,Serchhip,Serchhip Slope Failure (MIZ/SER/84A12/2025/030),Buangpui,23.238785,92.744224,Debris,Slide,31 May 2025,2025-05-31,1,1
MIZ/LUNG/84A12/2025/032,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A12/2025/032),Kanghmun,23.214239,92.740856,Debris,Slide,31 May 2025,2025-05-31,1,1
MIZ/LUNG/84A12/2025/033,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A12/2025/033),Aizawl-Thenzawl-Lunglei Highway,23.203253,92.735838,Earth/Soil,Slide,31 May 2025,2025-05-31,1,1
MIZ/LUNG/84A12/2025/034,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A12/2025/034),Aizawl-Thenzawl-Lunglei Highway,23.200475,92.735007,Debris,Slide,01 June 2025,2025-06-01,1,1
MIZ/LUNG/84A12/2025/035,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A12/2025/035),Aizawl-Thenzawl-Lunglei Highway,23.195661,92.73562,Rock,Slide,01 June 2025,2025-06-01,1,1
MIZ/LUNG/84A12/2025/036,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A12/2025/036),Aizawl-Thenzawl-Lunglei Highway,23.194007,92.734654,Rock,Slide,30 May 2025,2025-05-30,1,1
MIZ/LUNG/84A12/2025/037,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A12/2025/037),Aizawl-Thenzawl-Lunglei Highway,23.193468,92.734849,Debris,Slide,30 May 2025,2025-05-30,1,1
MIZ/LUNG/84A12/2025/038,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A12/2025/038),Ramlaitui,23.183856,92.735346,Debris,Slide,30 May 2025,2025-05-30,1,1
MIZ/LUNG/84A12/2025/040,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A12/2025/040),Ramlaitui,23.181806,92.736868,Earth/Soil,Slide,30 May 2025,2025-05-30,1,1
MIZ/LUNG/84A12/2025/041,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A12/2025/041),Ramlaitui,23.18077,92.735789,Debris,Flow,31 May 2025,2025-05-31,1,1
MIZ/LUNG/84A12/2025/042,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A12/2025/042),Ramlaitui,23.173606,92.739793,Debris,Slide,31 May 2025,2025-05-31,1,1
MIZ/LUNG/84A12/2025/043,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A12/2025/043),Aizawl-Thenzawl-Lunglei Highway,23.150939,92.748258,Debris,Slide,31 May 2025,2025-05-31,1,1
MIZ/LUNG/84A16/2025/044,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A16/2025/044),Sekhum,23.140846,92.751229,Debris,Slide,31 May 2025,2025-05-31,1,1
MIZ/LUNG/84A12/2025/045,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A12/2025/045),Aizawl-Thenzawl-Lunglei Highway,23.1351,92.748694,Debris,Slide,31 May 2025,2025-05-31,1,1
MIZ/LUNG/84A12/2025/046,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A12/2025/046),Aizawl-Thenzawl-Lunglei Highway,23.134009,92.746247,Earth/Soil,Slide,31 May 2025,2025-05-31,1,1
MIZ/LUNG/84A12/2025/047,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A12/2025/047),Aizawl-Thenzawl-Lunglei Highway,23.132082,92.746268,Debris,Slide,31 May 2025,2025-05-31,1,1
MIZ/LUNG/84A12/2025/048,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A12/2025/048),N. Mualthuam,23.114694,92.743931,Debris,Slide,01 June 2025,2025-06-01,1,1
MIZ/LUNG/84A12/2025/049,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A12/2025/049),N. Mualthuam,23.114225,92.746024,Debris,Slide,31 May 2025,2025-05-31,1,1
MIZ/LUNG/84A12/2025/050,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A12/2025/050),N. Mualthuam,23.111824,92.745097,Debris,Slide,31 May 2025,2025-05-31,1,1
MIZ/LUNG/84A16/2025/051,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A16/2025/051),Aizawl-Thenzawl-Lunglei Highway,23.015005,92.765065,Rock,Slide,30 May 2025,2025-05-30,1,1
MIZ/LUNG/84A16/2025/052,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84A16/2025/052),Aizawl-Thenzawl-Lunglei Highway,23.022804,92.755698,Debris,Slide,31 May 2025,2025-05-31,1,1
MIZ/LUNG/84B09/2025/053,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84B09/2025/053),Aizawl-Thenzawl-Lunglei Highway,22.973735,92.725975,Debris,Slide,30 May 2025,2025-05-30,1,1
MIZ/LAW/84B14/2025/055,Mizoram,Lawngtlai,Lawngtlai Slope Failure (MIZ/LAW/84B14/2025/055),"College Veng, Lawngtlai",22.519716,92.891037,Debris,Slide,31 May 2025,2025-05-31,1,1
MIZ/LAW/84B15/2025/056,Mizoram,Lawngtlai,Lawngtlai Slope Failure (MIZ/LAW/84B15/2025/056),NH 54,22.48765,92.886806,Rock,Fall,31 May 2025,2025-05-31,1,1
MIZ/SIA/84B15/2025/057,Mizoram,Siaha,Siaha Slope Failure (MIZ/SIA/84B15/2025/057),Kawchaw W,22.404215,92.951647,Debris,Slide,31 May 2025,2025-05-31,1,1
MIZ/SIA/84B15/2025/058,Mizoram,Siaha,Siaha Slope Failure (MIZ/SIA/84B15/2025/058),NH 54,22.444376,92.947323,Debris,Slide,30 May 2025,2025-05-30,1,1
MIZ/SIA/84B15/2025/059,Mizoram,Siaha,Siaha Slope Failure (MIZ/SIA/84B15/2025/059),"Meiseviah, Siaha",22.491822,92.970252,Earth/Soil,Slide,31 May 2025,2025-05-31,1,1
MIZ/SIA/84B15/2025/060,Mizoram,Siaha,Siaha Slope Failure (MIZ/SIA/84B15/2025/060),"Meiseviah, Siaha",22.491,92.97076,Debris,Slide,31 May 2025,2025-05-31,1,1
MIZ/SIA/84F03/2025/061,Mizoram,Siaha,Siaha Slope Failure (MIZ/SIA/84F03/2025/061),Lobo,22.469737,93.100868,Debris,Slide,01 June 2025,2025-06-01,1,1
MIZ/SIA/84B15/2025/061,Mizoram,Siaha,Siaha Slope Failure (MIZ/SIA/84B15/2025/061),Siaha to Kawlchaw,22.437107,92.946912,Debris,Slide,31 May 2025,2025-05-31,1,1
MIZ/LAW/84B14/2025/061,Mizoram,Lawngtlai,Lawngtlai Slope Failure (MIZ/LAW/84B14/2025/061),Thingkah,22.54735,92.882032,Debris,Slide,31 May 2025,2025-05-31,1,1
MIZ/LUNG/84B14/2025/062,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84B14/2025/062),NH 54,22.641087,92.867635,Debris,Slide,31 May 2025,2025-05-31,1,1
MIZ/LUNG/84B14/2025/063,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84B14/2025/063),NH 54,22.660692,92.855602,Debris,Slide,31 May 2025,2025-05-31,1,1
MIZ/LUNG/84B14/2025/064,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84B14/2025/064),NH 54,22.688472,92.842907,Debris,Slide,31 May 2025,2025-05-31,1,1
MIZ/LUNG/84B14/2025/065,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84B14/2025/065),NH 54,22.702165,92.836523,Debris,Slide,31 May 2025,2025-05-31,1,1
MIZ/LUNG/84B14/2025/066,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84B14/2025/066),NH 54,22.706999,92.841597,Debris,Slide,31 May 2025,2025-05-31,1,1
MIZ/LUNG/84B14/2025/067,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84B14/2025/067),NH 54,22.745387,92.841543,Debris,Slide,31 May 2025,2025-05-31,1,1
MIZ/LUNG/84B13/2025/070,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84B13/2025/070),NH 54,22.788323,92.833817,Debris,Slide,31 May 2025,2025-05-31,1,1
MIZ/LUNG/84B13/2025/071,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84B13/2025/071),NH 54,22.793307,92.819831,Debris,Slide,31 May 2025,2025-05-31,1,1
MIZ/LUNG/84B13/2025/072,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84B13/2025/072),Theiriat,22.866131,92.772713,Debris,Slide,01 June 2025,2025-06-01,1,1
MIZ/LUNG/84B13/2025/073,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84B13/2025/073),Serkawn PHE Complex,22.903567,92.758702,Debris,Flow,01 June 2025,2025-06-01,1,1
MIZ/LUNG/84B13/2025/074,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84B13/2025/074),"Zohnuai, Lunglei",22.903454,92.760096,Debris,Slide,01 June 2025,2025-06-01,1,1
MIZ/LUNG/84B13/2025/075,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84B13/2025/075),"Serkawn, Lunglei",22.904615,92.75705,Debris,Slide,01 June 2025,2025-06-01,1,1
MIZ/LUNG/84B13/2025/076,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84B13/2025/076),"Zohnuai, Lunglei",22.922528,92.752404,Debris,Slide,01 June 2025,2025-06-01,1,1
MIZ/LUNG/84B09/2025/077,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84B09/2025/077),"Bazar Veng, Lunglei",22.895235,92.747812,Debris,Slide,02 June 2025,2025-06-02,1,1
MIZ/LUNG/84B13/2025/078,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84B13/2025/078),NH 54,22.88042,92.821692,Debris,Slide,01 June 2025,2025-06-01,1,1
MIZ/LUNG/84B13/2025/079,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUNG/84B13/2025/079),NH 54,22.892426,92.822937,Debris,Slide,31 May 2025,2025-05-31,1,1
MIZ/HNAH/84B13/2025/080,Mizoram,Hnahthial,Hnahthial Slope Failure (MIZ/HNAH/84B13/2025/080),NH 54,22.902089,92.879909,Debris,Slide,31 May 2025,2025-05-31,1,1
